sender_id,receiver_id,corrected,value
247,402,1,1.0
101,149,1,3.0
165,170,0,4.0
34,342,1,2.0
101,313,1,3.0
14,73,1,3.0
132,165,0,4.0
165,195,0,4.0
0,127,1,3.0
247,58,0,4.0
34,245,1,3.0
226,351,1,3.0
101,58,1,3.0
170,58,1,2.0
165,207,1,2.0
84,82,0,4.0
96,246,1,3.0
132,58,1,2.0
57,16,1,2.0
165,223,0,2.0
158,34,0,4.0
52,186,1,3.0
34,58,1,1.0
247,206,0,3.0
97,183,1,3.0
5,58,1,3.0
221,165,0,4.0
221,427,1,3.0
34,205,1,0.0
34,101,0,3.0
79,84,1,1.0
120,109,1,3.0
51,89,1,4.0
132,420,0,3.0
134,123,1,3.0
247,402,1,3.0
132,165,0,3.0
34,260,0,0.0
106,133,0,4.0
165,30,1,1.0
158,165,0,4.0
165,134,0,2.0
237,282,1,4.0
267,402,0,4.0
140,58,1,2.0
14,25,1,3.0
101,180,1,3.0
247,284,0,3.0
14,23,1,3.0
111,58,1,1.0
170,165,0,4.0
101,129,1,2.0
34,109,1,3.0
34,170,1,3.0
14,30,1,2.0
3,154,0,3.0
247,351,1,3.0
34,31,1,3.0
62,63,1,3.0
247,360,1,3.0
5,58,0,4.0
158,165,0,4.0
247,352,0,3.0
132,166,0,3.0
247,58,0,4.0
34,46,1,2.0
172,277,0,3.0
165,296,1,1.0
247,326,0,3.0
133,61,0,4.0
107,8,0,3.0
123,165,0,4.0
34,351,1,3.0
101,0,1,3.0
247,427,1,3.0
39,260,1,1.0
101,129,1,3.0
5,354,1,3.0
131,182,1,3.0
62,58,1,2.0
154,34,0,3.0
165,19,0,3.0
60,61,0,3.0
101,8,1,2.0
107,186,0,4.0
14,25,0,4.0
247,287,0,3.0
165,8,1,2.0
34,170,1,3.0
170,31,1,3.0
97,236,1,3.0
5,2,1,3.0
101,277,1,3.0
19,50,0,3.0
101,34,0,4.0
247,333,1,3.0
34,39,0,3.0
57,163,1,1.0
107,114,1,3.0
192,175,1,3.0
101,210,1,3.0
237,132,1,4.0
123,165,0,4.0
101,153,1,3.0
57,51,1,2.0
172,207,0,3.0
5,19,1,3.0
34,101,1,2.0
123,58,1,2.0
39,16,1,2.0
62,31,1,3.0
247,366,0,4.0
154,145,0,3.0
187,184,1,3.0
57,31,1,3.0
91,104,0,4.0
59,114,0,3.0
52,217,1,2.0
132,296,0,2.0
57,379,0,4.0
97,34,0,4.0
174,6,0,4.0
192,39,1,3.0
62,74,1,2.0
247,369,1,2.0
132,58,1,2.0
34,256,1,2.0
132,360,1,3.0
109,114,1,4.0
174,342,1,0.0
97,58,0,4.0
3,169,1,3.0
5,312,1,3.0
34,8,1,2.0
101,34,1,3.0
3,241,0,3.0
57,3,1,2.0
99,153,0,4.0
185,165,0,4.0
192,165,1,3.0
158,134,0,4.0
165,30,1,1.0
52,191,1,3.0
166,223,1,3.0
165,58,1,2.0
33,0,0,4.0
97,380,1,3.0
132,326,0,3.0
247,418,1,3.0
165,129,1,2.0
52,120,1,3.0
97,31,0,4.0
170,164,0,3.0
14,37,0,2.0
57,31,1,3.0
237,267,0,4.0
35,207,1,2.0
111,61,1,3.0
60,96,0,4.0
132,165,0,3.0
132,165,0,3.0
158,154,0,4.0
101,30,1,1.0
5,339,1,3.0
166,56,0,4.0
30,165,1,1.0
14,129,1,2.0
3,237,0,3.0
97,34,0,4.0
165,210,1,2.0
123,144,1,2.0
97,162,0,4.0
124,44,1,3.0
247,291,1,3.0
97,34,1,4.0
19,31,0,3.0
62,83,1,3.0
34,260,0,0.0
165,180,1,3.0
192,303,0,3.0
34,30,1,1.0
59,101,0,3.0
185,239,0,4.0
165,51,0,3.0
103,118,0,4.0
180,206,0,4.0
210,165,0,4.0
57,58,1,2.0
133,134,1,2.0
34,256,1,2.0
45,58,0,2.0
101,34,0,4.0
52,97,1,2.0
132,165,1,3.0
132,166,0,4.0
5,326,1,4.0
34,8,0,3.0
5,30,0,4.0
165,25,1,3.0
247,58,1,3.0
101,144,1,3.0
114,269,1,1.0
34,233,1,1.0
271,434,1,3.0
25,133,0,4.0
25,165,0,3.0
25,47,0,4.0
134,127,1,3.0
132,291,0,3.0
34,269,1,0.0
258,58,1,3.0
165,30,1,2.0
132,58,0,3.0
226,338,1,3.0
134,165,1,4.0
154,197,0,4.0
247,403,0,3.0
3,237,0,3.0
169,162,0,2.0
247,340,1,3.0
34,41,1,3.0
34,129,1,2.0
185,165,1,4.0
185,176,0,4.0
97,58,1,3.0
170,164,1,1.0
101,107,1,3.0
239,236,1,3.0
114,30,1,1.0
51,53,1,2.0
165,31,0,2.0
62,70,1,3.0
129,157,1,1.0
247,427,1,3.0
132,165,0,4.0
57,59,1,2.0
39,58,1,2.0
165,19,1,2.0
247,58,0,3.0
247,165,0,2.0
226,269,1,2.0
5,58,1,3.0
34,269,1,1.0
159,25,1,3.0
101,44,1,2.0
101,195,0,4.0
34,19,1,2.0
45,292,0,1.0
52,219,1,1.0
109,34,1,3.0
101,180,1,2.0
132,267,1,1.0
132,375,0,3.0
57,34,0,4.0
165,66,0,0.0
165,180,0,4.0
170,134,1,1.0
57,53,0,4.0
132,342,1,2.0
132,313,0,3.0
34,175,1,3.0
14,144,1,2.0
132,119,0,2.0
247,3,1,3.0
239,236,1,4.0
247,58,0,3.0
14,58,1,2.0
34,310,1,0.0
111,67,1,3.0
19,25,0,3.0
187,30,1,2.0
101,8,1,3.0
247,386,1,3.0
34,107,1,2.0
5,390,1,2.0
101,264,1,3.0
101,44,1,2.0
101,58,1,3.0
153,269,1,2.0
132,12,0,3.0
97,264,1,4.0
247,58,1,3.0
123,140,0,4.0
101,120,1,3.0
192,226,1,3.0
101,107,1,3.0
30,44,1,2.0
97,351,1,3.0
111,53,1,3.0
57,31,1,3.0
132,12,1,2.0
101,236,1,1.0
247,329,1,2.0
132,416,1,3.0
132,392,1,2.0
174,324,1,2.0
123,207,1,3.0
101,154,1,3.0
57,351,1,3.0
134,3,0,4.0
3,12,1,3.0
247,427,1,3.0
101,210,1,2.0
267,374,1,2.0
97,374,1,2.0
97,133,0,4.0
165,19,1,3.0
19,31,0,3.0
34,246,1,0.0
165,166,1,2.0
165,19,1,2.0
129,363,1,2.0
5,312,1,3.0
247,296,1,2.0
206,184,1,3.0
99,170,0,4.0
176,165,0,3.0
109,118,1,4.0
97,123,1,4.0
91,109,1,4.0
34,58,1,1.0
158,191,0,4.0
132,165,0,3.0
165,30,1,4.0
433,263,1,3.0
247,339,1,2.0
101,58,1,2.0
247,58,0,3.0
132,402,1,2.0
192,287,0,4.0
109,59,1,3.0
34,269,1,0.0
113,34,0,4.0
140,58,1,2.0
34,44,1,1.0
47,16,1,2.0
34,58,1,1.0
166,58,1,3.0
132,58,0,3.0
182,133,0,3.0
108,354,1,3.0
123,3,0,4.0
101,58,1,3.0
165,58,1,3.0
25,134,1,4.0
57,53,1,3.0
34,25,1,3.0
57,58,1,2.0
247,402,0,4.0
101,44,1,2.0
185,165,1,4.0
5,264,1,3.0
237,186,1,4.0
3,253,0,3.0
165,154,1,2.0
158,154,0,4.0
180,58,1,3.0
134,123,1,3.0
159,165,1,3.0
132,165,0,3.0
34,329,1,2.0
34,51,0,2.0
132,165,1,3.0
247,184,1,3.0
165,205,0,0.0
192,170,0,4.0
165,66,1,0.0
107,2,0,4.0
70,96,1,2.0
14,165,0,4.0
3,428,1,3.0
165,58,1,2.0
165,206,1,2.0
226,244,1,3.0
34,63,1,2.0
14,165,1,4.0
57,113,1,3.0
247,58,1,3.0
247,402,0,3.0
30,165,1,2.0
185,165,0,4.0
34,221,1,1.0
107,402,0,4.0
165,267,1,3.0
123,169,1,1.0
166,58,1,4.0
165,173,1,2.0
214,287,1,1.0
51,74,1,3.0
123,58,1,3.0
60,207,0,3.0
52,209,1,2.0
232,236,1,2.0
107,58,0,2.0
185,58,1,3.0
165,84,1,4.0
235,129,1,3.0
34,269,0,0.0
140,269,1,2.0
101,58,1,3.0
153,133,0,4.0
165,51,1,2.0
34,257,1,1.0
51,164,1,3.0
34,44,1,2.0
154,158,1,3.0
57,34,0,2.0
132,76,0,2.0
101,30,1,2.0
101,154,1,2.0
154,165,0,3.0
60,55,0,4.0
101,58,1,3.0
170,34,0,4.0
158,58,0,4.0
185,203,1,3.0
25,153,0,4.0
52,93,0,3.0
154,25,0,3.0
172,134,1,3.0
192,31,1,2.0
3,246,1,2.0
165,19,1,2.0
165,31,1,3.0
5,21,1,3.0
247,418,1,3.0
133,206,1,1.0
170,178,0,3.0
132,427,1,3.0
165,217,1,2.0
3,221,1,3.0
51,84,1,3.0
165,170,0,4.0
34,207,1,2.0
0,39,0,3.0
60,66,0,4.0
132,165,0,3.0
226,246,1,2.0
132,165,0,3.0
14,58,1,3.0
247,58,0,3.0
159,133,0,4.0
52,58,1,3.0
34,373,0,0.0
101,107,1,3.0
101,207,1,2.0
280,58,1,4.0
180,237,0,4.0
62,79,1,2.0
34,134,1,2.0
121,67,0,4.0
97,58,1,3.0
247,3,0,3.0
101,166,0,2.0
247,213,1,2.0
170,203,0,3.0
192,165,0,3.0
101,58,1,2.0
34,236,0,0.0
132,8,0,3.0
62,88,1,2.0
5,287,1,3.0
165,58,1,2.0
47,127,0,4.0
247,341,1,2.0
84,99,1,4.0
144,47,0,4.0
166,388,1,1.0
165,184,1,2.0
23,36,1,3.0
192,166,0,4.0
165,44,1,2.0
247,436,1,3.0
34,199,0,0.0
5,34,0,4.0
97,247,1,3.0
159,194,1,2.0
123,44,1,3.0
101,134,1,2.0
21,67,0,4.0
14,58,1,2.0
166,352,1,4.0
3,225,0,4.0
204,195,0,2.0
47,294,1,3.0
91,53,0,4.0
39,96,1,1.0
101,19,1,3.0
39,126,0,0.0
25,165,0,4.0
165,30,1,0.0
52,247,1,4.0
55,117,1,4.0
159,164,1,3.0
34,101,1,3.0
52,96,1,2.0
62,154,1,2.0
121,165,0,4.0
159,30,0,4.0
247,269,0,3.0
247,142,0,3.0
267,58,1,2.0
165,30,1,0.0
61,149,1,3.0
107,32,1,3.0
185,165,0,4.0
34,293,1,2.0
226,244,1,2.0
107,114,1,3.0
165,170,1,2.0
113,34,0,4.0
3,30,1,3.0
57,398,1,3.0
247,347,0,1.0
0,126,1,2.0
34,138,1,2.0
145,165,0,4.0
21,78,1,3.0
55,60,0,3.0
62,70,1,2.0
158,58,1,3.0
132,318,1,2.0
140,165,0,4.0
123,19,0,4.0
101,133,1,3.0
247,58,1,3.0
247,326,1,3.0
14,138,0,4.0
247,58,0,4.0
247,339,0,4.0
62,79,1,2.0
165,187,1,2.0
247,58,0,3.0
140,266,1,2.0
247,58,0,3.0
170,149,1,2.0
60,165,0,4.0
132,166,0,3.0
226,58,1,3.0
165,169,1,2.0
60,55,0,4.0
96,16,1,3.0
101,140,1,3.0
134,130,1,2.0
247,58,1,3.0
101,34,1,4.0
57,31,1,4.0
34,96,1,1.0
172,165,1,3.0
165,132,1,4.0
166,342,1,2.0
45,313,0,2.0
165,30,0,1.0
0,285,0,4.0
170,165,1,2.0
107,109,0,4.0
132,161,0,4.0
433,31,1,3.0
30,129,0,2.0
123,47,1,3.0
132,291,1,3.0
34,96,1,2.0
34,347,0,0.0
101,46,1,3.0
166,264,1,2.0
132,315,0,3.0
237,165,0,4.0
113,34,1,3.0
165,129,1,2.0
34,223,1,1.0
87,80,1,2.0
101,34,1,3.0
60,80,0,4.0
34,180,1,1.0
34,205,0,0.0
133,69,1,2.0
30,238,1,2.0
62,57,1,3.0
247,120,0,4.0
45,165,0,4.0
101,30,1,2.0
247,58,1,2.0
170,322,0,1.0
125,98,1,3.0
101,58,1,2.0
123,165,0,4.0
52,25,1,3.0
174,192,0,3.0
165,154,0,1.0
34,347,1,1.0
247,132,0,4.0
34,296,1,1.0
165,60,0,0.0
121,195,1,4.0
109,19,1,4.0
97,376,1,3.0
14,134,1,3.0
165,96,1,1.0
34,58,1,2.0
3,58,0,3.0
132,310,1,3.0
57,398,1,3.0
101,120,1,3.0
247,3,0,3.0
154,165,0,3.0
34,98,0,2.0
57,98,1,2.0
30,133,0,3.0
165,58,1,2.0
101,0,1,3.0
34,170,1,3.0
120,127,0,4.0
62,70,1,3.0
258,217,0,4.0
170,58,1,1.0
101,195,1,2.0
114,111,1,4.0
247,19,1,3.0
30,165,1,1.0
165,166,1,1.0
34,206,1,2.0
39,234,0,0.0
134,133,1,2.0
166,30,1,4.0
134,30,1,1.0
129,374,1,3.0
101,129,1,2.0
60,25,0,4.0
101,207,1,3.0
101,165,1,3.0
247,319,0,3.0
120,61,0,4.0
4,70,1,3.0
34,209,1,1.0
57,58,1,3.0
174,325,1,2.0
132,58,0,3.0
61,79,0,4.0
101,59,1,1.0
165,285,1,2.0
14,64,0,4.0
45,58,0,2.0
133,170,1,2.0
97,165,1,3.0
97,312,1,2.0
267,183,1,2.0
108,120,1,3.0
5,294,0,4.0
123,169,1,2.0
114,165,0,4.0
34,31,1,2.0
180,169,1,3.0
123,34,1,3.0
132,8,0,3.0
247,394,1,3.0
34,134,1,3.0
111,121,1,3.0
132,165,0,3.0
60,67,0,4.0
97,19,1,2.0
165,207,1,2.0
57,58,1,2.0
101,212,0,4.0
247,58,1,2.0
133,144,1,2.0
172,165,0,4.0
123,287,1,4.0
34,268,1,2.0
165,30,1,1.0
34,58,1,1.0
64,61,1,3.0
170,165,0,4.0
159,51,1,2.0
30,165,1,1.0
132,165,0,4.0
181,223,1,3.0
172,25,0,4.0
154,192,0,3.0
132,58,1,2.0
57,166,1,3.0
123,30,1,3.0
92,117,1,4.0
101,170,1,3.0
185,134,0,4.0
47,25,0,4.0
153,165,0,4.0
62,3,1,2.0
97,34,1,3.0
134,133,0,4.0
53,61,1,4.0
34,147,1,1.0
60,103,0,4.0
226,152,1,3.0
57,424,1,2.0
132,226,0,3.0
150,165,0,4.0
123,34,0,4.0
57,58,1,2.0
132,165,0,3.0
165,123,0,4.0
132,382,1,3.0
97,3,0,4.0
97,236,1,3.0
19,253,1,4.0
101,201,1,3.0
14,30,1,2.0
34,326,1,1.0
47,31,0,4.0
5,32,0,4.0
34,58,1,2.0
170,296,1,2.0
132,165,0,3.0
91,122,0,4.0
30,165,1,2.0
103,93,0,4.0
192,236,1,3.0
101,0,1,3.0
34,332,1,2.0
34,244,1,1.0
99,122,1,4.0
34,14,1,2.0
165,285,1,3.0
132,273,1,3.0
165,66,1,0.0
123,34,0,4.0
5,351,1,3.0
61,58,1,3.0
34,165,1,3.0
165,210,1,2.0
101,44,1,2.0
84,11,0,4.0
415,420,1,3.0
97,51,1,4.0
97,326,1,3.0
247,339,1,3.0
154,165,0,3.0
135,130,1,3.0
247,354,1,2.0
165,273,1,3.0
165,220,1,3.0
101,24,0,1.0
101,8,0,3.0
34,205,1,0.0
55,61,1,3.0
101,196,1,1.0
34,236,0,0.0
420,432,0,3.0
97,230,1,3.0
34,194,0,0.0
170,165,1,3.0
247,274,1,1.0
32,24,1,2.0
247,303,0,3.0
166,394,1,4.0
34,366,1,2.0
55,60,0,3.0
34,401,1,0.0
34,313,1,2.0
97,16,1,3.0
132,244,1,2.0
192,170,1,3.0
172,65,0,4.0
97,180,1,4.0
132,58,0,4.0
5,358,0,4.0
123,247,1,4.0
165,201,1,1.0
165,269,1,2.0
19,58,0,4.0
132,209,0,2.0
107,129,1,2.0
34,296,1,1.0
101,195,1,1.0
165,195,1,2.0
192,285,1,3.0
47,301,1,3.0
57,58,1,3.0
165,133,0,1.0
155,25,0,4.0
247,58,0,3.0
34,96,1,1.0
114,134,1,2.0
132,165,1,3.0
165,296,1,3.0
132,129,0,2.0
34,128,1,3.0
101,113,1,3.0
134,84,1,4.0
132,8,0,3.0
84,51,0,4.0
132,423,0,3.0
34,31,1,2.0
165,209,1,2.0
154,201,1,2.0
247,240,0,4.0
111,48,1,3.0
132,129,0,3.0
101,30,1,2.0
121,165,0,4.0
101,171,1,2.0
91,165,1,2.0
132,170,0,2.0
47,294,1,2.0
247,326,0,3.0
185,192,1,3.0
34,79,1,2.0
14,64,1,3.0
140,265,1,3.0
62,35,1,2.0
4,73,0,4.0
3,126,1,2.0
107,31,0,4.0
133,142,1,1.0
109,44,1,4.0
132,140,1,2.0
159,38,1,3.0
174,137,0,4.0
113,34,0,4.0
247,342,0,3.0
101,58,1,3.0
153,158,0,4.0
191,165,1,2.0
101,154,1,2.0
165,266,1,3.0
140,30,0,3.0
34,58,1,2.0
47,36,0,4.0
153,296,1,3.0
154,165,1,2.0
34,269,1,0.0
154,165,0,4.0
120,12,1,3.0
159,266,1,3.0
170,400,1,1.0
34,266,1,1.0
25,165,0,4.0
226,58,1,3.0
99,153,1,4.0
57,166,1,3.0
125,57,1,2.0
62,70,1,3.0
7,59,1,3.0
34,58,1,3.0
247,12,1,3.0
57,433,1,3.0
59,134,0,3.0
123,58,1,3.0
247,142,1,2.0
5,273,0,4.0
132,165,0,2.0
247,151,0,3.0
3,422,1,3.0
132,296,1,2.0
34,133,1,2.0
280,310,0,4.0
6,165,1,2.0
120,165,0,4.0
96,188,1,2.0
34,228,1,2.0
19,39,0,3.0
55,50,1,2.0
154,170,1,1.0
97,362,1,4.0
185,180,1,3.0
30,165,1,3.0
140,264,1,2.0
165,195,1,2.0
52,250,0,4.0
34,0,1,2.0
109,8,1,3.0
113,39,0,4.0
101,185,1,3.0
5,16,1,3.0
114,12,1,2.0
166,360,1,4.0
101,154,1,3.0
101,31,1,3.0
34,233,1,1.0
158,165,0,4.0
170,129,1,3.0
132,266,1,2.0
101,30,1,3.0
32,81,1,3.0
123,34,1,4.0
247,348,1,3.0
52,164,1,2.0
101,292,1,1.0
101,107,1,2.0
247,360,1,3.0
165,185,1,3.0
165,19,1,2.0
237,282,1,4.0
96,207,1,3.0
57,370,1,1.0
60,94,0,4.0
34,154,1,2.0
34,364,0,0.0
113,34,1,4.0
101,195,1,3.0
101,185,1,2.0
34,325,1,2.0
97,31,1,4.0
175,58,1,3.0
34,91,1,1.0
98,93,1,1.0
107,101,1,3.0
47,317,1,2.0
170,223,1,2.0
247,58,1,3.0
247,319,0,3.0
140,58,1,2.0
132,313,1,3.0
34,134,1,2.0
62,3,1,2.0
166,31,1,3.0
111,165,1,2.0
34,96,1,1.0
154,173,0,3.0
107,101,0,4.0
132,312,1,2.0
60,93,0,4.0
166,165,1,4.0
35,58,1,2.0
268,58,1,2.0
97,165,0,4.0
165,34,1,3.0
34,269,0,0.0
111,25,1,3.0
97,376,1,3.0
170,34,0,3.0
14,73,1,4.0
132,58,1,2.0
57,183,0,2.0
5,58,1,3.0
3,228,1,3.0
123,58,1,1.0
110,98,1,4.0
132,351,1,2.0
237,165,0,4.0
132,366,1,3.0
34,205,0,0.0
221,58,1,3.0
34,361,1,2.0
140,31,0,3.0
101,210,1,2.0
101,145,1,3.0
101,195,0,4.0
101,165,1,2.0
34,12,1,1.0
34,109,1,1.0
101,34,1,3.0
58,165,0,3.0
166,325,1,3.0
144,51,1,2.0
165,184,1,2.0
34,260,0,0.0
247,157,0,3.0
5,330,1,3.0
97,107,1,4.0
145,165,1,3.0
3,129,1,3.0
123,32,1,3.0
34,109,1,1.0
57,16,1,2.0
34,118,1,2.0
57,418,1,3.0
51,155,1,3.0
107,124,1,3.0
109,118,1,4.0
109,44,1,3.0
34,58,1,2.0
35,58,1,2.0
176,165,0,3.0
57,61,1,2.0
247,165,0,4.0
134,99,1,3.0
267,374,1,3.0
123,134,1,4.0
214,165,1,3.0
5,166,0,4.0
185,201,0,4.0
154,165,0,3.0
238,250,0,3.0
247,264,0,2.0
101,165,1,2.0
165,269,1,1.0
34,67,1,4.0
165,132,1,3.0
132,206,0,3.0
73,165,1,3.0
14,25,0,4.0
60,55,0,4.0
34,269,1,0.0
113,34,1,3.0
34,58,1,1.0
34,351,1,2.0
51,53,1,3.0
57,58,1,3.0
132,31,0,3.0
34,25,1,3.0
131,168,1,3.0
134,30,1,2.0
30,58,1,2.0
132,312,0,3.0
247,310,0,2.0
226,165,0,4.0
192,186,1,3.0
34,58,1,3.0
132,291,0,3.0
101,109,1,3.0
57,58,1,3.0
170,12,1,3.0
267,287,1,2.0
247,58,0,4.0
192,165,1,3.0
132,312,0,3.0
101,14,1,2.0
5,58,1,3.0
247,368,1,3.0
247,402,1,2.0
237,282,1,3.0
14,394,1,3.0
133,126,1,2.0
247,12,1,3.0
132,313,1,2.0
247,414,1,2.0
247,16,1,3.0
60,25,0,4.0
34,23,0,3.0
133,154,1,1.0
101,58,1,3.0
5,20,0,4.0
170,165,1,3.0
132,284,1,2.0
109,34,0,4.0
154,165,0,3.0
165,157,0,2.0
165,133,1,1.0
97,247,1,3.0
97,30,1,4.0
3,130,1,2.0
133,170,1,3.0
133,69,1,3.0
172,134,1,3.0
158,154,1,2.0
57,342,1,2.0
170,165,1,2.0
34,125,1,4.0
34,103,1,3.0
165,226,1,3.0
109,34,1,3.0
258,165,1,4.0
96,58,1,2.0
52,13,1,2.0
166,364,1,2.0
109,112,1,2.0
123,165,0,4.0
165,175,1,1.0
101,154,1,3.0
226,12,1,3.0
165,185,0,2.0
120,34,0,4.0
140,165,0,3.0
154,165,1,2.0
39,246,0,0.0
247,166,0,4.0
57,247,1,2.0
247,312,0,3.0
132,342,1,2.0
132,165,0,3.0
247,403,1,3.0
34,175,1,2.0
34,264,1,1.0
165,154,1,1.0
258,268,1,2.0
60,101,0,4.0
247,58,0,3.0
133,134,0,4.0
14,25,1,3.0
169,134,1,2.0
30,264,1,0.0
96,34,1,3.0
